Date,State,Branch,Staffs,Sales,Expenses,Staff_daily,Profit,,,,,,
17/02/2015,Lagos,Branch C,20,1345151,323476,100000,921675,,,,,,
18/02/2015,Osun,Branch A,20,630139,615005,100000,-84866,,,,,,
19/02/2015,Lagos,Branch A,15,1216671,582855,75000,558816,,,,,,
20/02/2015,Lagos,Branch A,17,670951,697488,85000,-111537,,,,,,
21/02/2015,Kwara,Branch C,13,950841,691860,65000,193981,,,,,,
22/02/2015,Osun,Branch C,20,1282036,465406,100000,716630,,,,,,
23/02/2015,Lagos,Branch D,12,701996,425329,60000,216667,,,,,,
24/02/2015,Osun,Branch A,11,1184037,500258,55000,628779,,,,,,
25/02/2015,Lagos,Branch A,17,750467,447774,85000,217693,,,,,,
26/02/2015,Kwara,Branch A,10,808749,632710,50000,126039,,,,,,
27/02/2015,Osun,Branch D,11,633344,717864,55000,-139520,,,,,,
28/02/2015,Osun,Branch B,16,1217686,593615,80000,544071,,,,,,
01/03/2015,Lagos,Branch B,19,805743,501290,95000,209453,,,,,,
02/03/2015,Lagos,Branch C,15,717513,419047,75000,223466,,,,,,
03/03/2015,Kwara,Branch D,12,1125160,432791,60000,632369,,,,,,
04/03/2015,Kwara,Branch B,21,968345,511938,105000,351407,,,,,,
05/03/2015,Lagos,Branch C,19,737067,756063,95000,-113996,,,,,,
06/03/2015,Lagos,Branch B,18,1354165,539825,90000,724340,,,,,,
07/03/2015,Kwara,Branch C,17,1339541,461286,85000,793255,,,,,,
08/03/2015,Kwara,Branch B,11,1316705,771343,55000,490362,,,,,,
09/03/2015,Osun,Branch A,12,601824,742761,60000,-200937,,,,,,
10/03/2015,Osun,Branch A,10,1055768,536973,50000,468795,,,,,,
11/03/2015,Osun,Branch C,13,621072,705583,65000,-149511,,,,,,
12/03/2015,Lagos,Branch D,13,1087348,679126,65000,343222,,,,,,
13/03/2015,Kwara,Branch C,16,1247736,441945,80000,725791,,,,,,
14/03/2015,Lagos,Branch C,14,1196928,738721,70000,388207,,,,,,
15/03/2015,Lagos,Branch B,17,1181502,539417,85000,557085,,,,,,
16/03/2015,Lagos,Branch D,12,827569,492393,60000,275176,,,,,,
17/03/2015,Lagos,Branch C,13,1242871,471309,65000,706562,,,,,,
18/03/2015,Kwara,Branch D,21,1301600,674666,105000,521934,,,,,,
19/03/2015,Lagos,Branch D,18,670214,758345,90000,-178131,,,,,,
20/03/2015,Kwara,Branch A,18,767711,771227,90000,-93516,,,,,,
21/03/2015,Kwara,Branch C,17,669326,607134,85000,-22808,,,,,,
22/03/2015,Lagos,Branch B,12,740737,451342,60000,229395,,,,,,
23/03/2015,Osun,Branch D,18,944534,580280,90000,274254,,,,,,
24/03/2015,Kwara,Branch A,11,890242,660685,55000,174557,,,,,,
25/03/2015,Osun,Branch D,21,1101925,559209,105000,437716,,,,,,
26/03/2015,Kwara,Branch D,19,1213620,777207,95000,341413,,,,,,
27/03/2015,Osun,Branch C,11,702868,675119,55000,-27251,,,,,,
28/03/2015,Lagos,Branch B,21,964699,587018,105000,272681,,,,,,
29/03/2015,Osun,Branch A,18,765257,371922,90000,303335,,,,,,
30/03/2015,Kwara,Branch D,11,1233722,530630,55000,648092,,,,,,
31/03/2015,Kwara,Branch D,19,1254603,412598,95000,747005,,,,,,
01/04/2015,Osun,Branch B,13,948104,512947,65000,370157,,,,,,
02/04/2015,Lagos,Branch D,17,954098,749755,85000,119343,,,,,,
03/04/2015,Osun,Branch B,19,1000525,686402,95000,219123,,,,,,
04/04/2015,Osun,Branch C,15,1047278,567372,75000,404906,,,,,,
05/04/2015,Lagos,Branch B,10,1359823,668232,50000,641591,,,,,,
06/04/2015,Kwara,Branch B,15,722487,424682,75000,222805,,,,,,
07/04/2015,Lagos,Branch C,21,1080098,717735,105000,257363,,,,,,
08/04/2015,Lagos,Branch C,12,1377888,558529,60000,759359,,,,,,
09/04/2015,Kwara,Branch A,12,1139925,378963,60000,700962,,,,,,
10/04/2015,Kwara,Branch B,19,701208,456909,95000,149299,,,,,,
11/04/2015,Kwara,Branch D,20,1297987,612261,100000,585726,,,,,,
12/04/2015,Kwara,Branch A,13,1221026,730840,65000,425186,,,,,,
13/04/2015,Kwara,Branch D,12,1364307,535793,60000,768514,,,,,,
14/04/2015,Lagos,Branch A,19,1126184,569771,95000,461413,,,,,,
15/04/2015,Osun,Branch A,10,861652,335487,50000,476165,,,,,,
16/04/2015,Osun,Branch D,18,1214119,755493,90000,368626,,,,,,
17/04/2015,Lagos,Branch B,20,885944,415362,100000,370582,,,,,,
18/04/2015,Lagos,Branch D,14,1088728,739246,70000,279482,,,,,,
19/04/2015,Lagos,Branch B,14,1396270,538400,70000,787870,,,,,,
20/04/2015,Osun,Branch D,17,1090631,779675,85000,225956,,,,,,
21/04/2015,Lagos,Branch C,14,1060574,368204,70000,622370,,,,,,
22/04/2015,Kwara,Branch D,12,647983,620737,60000,-32754,,,,,,
23/04/2015,Lagos,Branch C,19,1357525,797040,95000,465485,,,,,,
24/04/2015,Lagos,Branch D,17,1026095,715845,85000,225250,,,,,,
25/04/2015,Osun,Branch A,17,1340030,580913,85000,674117,,,,,,
26/04/2015,Kwara,Branch C,20,817276,471172,100000,246104,,,,,,
27/04/2015,Osun,Branch C,10,824352,316729,50000,457623,,,,,,
28/04/2015,Kwara,Branch B,20,1358698,560330,100000,698368,,,,,,
29/04/2015,Kwara,Branch D,13,793514,472565,65000,255949,,,,,,
30/04/2015,Lagos,Branch D,16,1197974,563969,80000,554005,,,,,,
01/05/2015,Lagos,Branch B,13,1082468,356210,65000,661258,,,,,,
02/05/2015,Lagos,Branch D,17,1037176,739509,85000,212667,,,,,,
03/05/2015,Kwara,Branch C,15,937747,464361,75000,398386,,,,,,
04/05/2015,Kwara,Branch B,21,1194890,726068,105000,363822,,,,,,
05/05/2015,Lagos,Branch B,11,959860,565908,55000,338952,,,,,,
06/05/2015,Osun,Branch A,15,964045,664733,75000,224312,,,,,,
07/05/2015,Lagos,Branch C,21,974296,648357,105000,220939,,,,,,
08/05/2015,Osun,Branch A,17,1016265,608858,85000,322407,,,,,,
09/05/2015,Lagos,Branch C,12,841120,423165,60000,357955,,,,,,
10/05/2015,Kwara,Branch D,17,1125271,774547,85000,265724,,,,,,
11/05/2015,Osun,Branch B,16,820936,638415,80000,102521,,,,,,
12/05/2015,Kwara,Branch C,12,1172099,551732,60000,560367,,,,,,
13/05/2015,Osun,Branch C,11,686816,721528,55000,-89712,,,,,,
14/05/2015,Lagos,Branch A,20,1380886,577394,100000,703492,,,,,,
15/05/2015,Lagos,Branch A,18,1212168,471206,90000,650962,,,,,,
16/05/2015,Lagos,Branch C,15,978559,587165,75000,316394,,,,,,
17/05/2015,Kwara,Branch A,15,1381107,553609,75000,752498,,,,,,
18/05/2015,Osun,Branch B,15,1135359,653542,75000,406817,,,,,,
19/05/2015,Kwara,Branch C,12,1363558,548504,60000,755054,,,,,,
20/05/2015,Lagos,Branch C,11,1078037,394748,55000,628289,,,,,,
21/05/2015,Osun,Branch B,12,640589,426374,60000,154215,,,,,,
22/05/2015,Osun,Branch C,19,771804,315968,95000,360836,,,,,,
23/05/2015,Kwara,Branch B,18,812641,664012,90000,58629,,,,,,
24/05/2015,Osun,Branch C,14,1312535,602033,70000,640502,,,,,,
25/05/2015,Osun,Branch D,13,1179380,718781,65000,395599,,,,,,
26/05/2015,Kwara,Branch C,12,1330041,775258,60000,494783,,,,,,
27/05/2015,Lagos,Branch D,14,1225644,529169,70000,626475,,,,,,
28/05/2015,Osun,Branch D,16,1173676,714949,80000,378727,,,,,,
29/05/2015,Lagos,Branch B,19,1359448,684906,95000,579542,,,,,,
30/05/2015,Kwara,Branch A,21,616915,541825,105000,-29910,,,,,,
31/05/2015,Lagos,Branch D,16,1025786,428822,80000,516964,,,,,,
01/06/2015,Kwara,Branch B,18,657174,772251,90000,-205077,,,,,,
02/06/2015,Kwara,Branch A,15,865892,740260,75000,50632,,,,,,
03/06/2015,Kwara,Branch C,16,1306091,387026,80000,839065,,,,,,
04/06/2015,Lagos,Branch A,20,716154,762311,100000,-146157,,,,,,
05/06/2015,Osun,Branch C,12,805834,679698,60000,66136,,,,,,
06/06/2015,Lagos,Branch C,20,884199,784561,100000,-362,,,,,,
07/06/2015,Lagos,Branch B,15,908715,585794,75000,247921,,,,,,
08/06/2015,Osun,Branch D,20,1345664,743657,100000,502007,,,,,,
09/06/2015,Lagos,Branch A,20,1303349,363148,100000,840201,,,,,,
10/06/2015,Lagos,Branch C,11,1205048,753718,55000,396330,,,,,,
11/06/2015,Osun,Branch D,17,1048967,770590,85000,193377,,,,,,
12/06/2015,Lagos,Branch D,16,1186203,420147,80000,686056,,,,,,
13/06/2015,Lagos,Branch A,15,1164790,795830,75000,293960,,,,,,
14/06/2015,Lagos,Branch B,11,1144571,501293,55000,588278,,,,,,
15/06/2015,Kwara,Branch B,11,622473,547843,55000,19630,,,,,,
16/06/2015,Lagos,Branch A,11,736151,698651,55000,-17500,,,,,,
17/06/2015,Osun,Branch B,13,1328627,586790,65000,676837,,,,,,
18/06/2015,Osun,Branch C,16,1243631,329405,80000,834226,,,,,,
19/06/2015,Kwara,Branch D,10,954101,457912,50000,446189,,,,,,
20/06/2015,Osun,Branch D,18,1167249,368699,90000,708550,,,,,,
21/06/2015,Kwara,Branch C,10,1256598,418619,50000,787979,,,,,,
22/06/2015,Osun,Branch A,19,1368540,535651,95000,737889,,,,,,
23/06/2015,Osun,Branch B,14,1338101,638103,70000,629998,,,,,,
24/06/2015,Lagos,Branch B,18,695719,520238,90000,85481,,,,,,
25/06/2015,Lagos,Branch D,11,1061238,539548,55000,466690,,,,,,
26/06/2015,Osun,Branch A,12,604366,376435,60000,167931,,,,,,
27/06/2015,Kwara,Branch A,14,1191535,637919,70000,483616,,,,,,
28/06/2015,Lagos,Branch D,17,959189,385526,85000,488663,,,,,,
29/06/2015,Kwara,Branch A,21,699286,464284,105000,130002,,,,,,
30/06/2015,Osun,Branch C,12,676973,474449,60000,142524,,,,,,
01/01/2015,Lagos,Branch C,18,791058,562677,90000,138381,,,,,,
02/01/2015,Osun,Branch B,20,1196366,577532,100000,518834,,,,,,
03/01/2015,Osun,Branch A,20,994669,445440,100000,449229,,,,,,
04/01/2015,Lagos,Branch A,17,645212,383745,85000,176467,,,,,,
05/01/2015,Osun,Branch B,18,1302065,579142,90000,632923,,,,,,
06/01/2015,Lagos,Branch C,14,1249641,564017,70000,615624,,,,,,
07/01/2015,Osun,Branch C,16,1069475,682014,80000,307461,,,,,,
08/01/2015,Osun,Branch D,10,1189739,560316,50000,579423,,,,,,
09/01/2015,Kwara,Branch D,19,1309475,423220,95000,791255,,,,,,
10/01/2015,Lagos,Branch D,11,982980,531908,55000,396072,,,,,,
11/01/2015,Osun,Branch B,18,871072,571885,90000,209187,,,,,,
12/01/2015,Kwara,Branch C,11,754846,716654,55000,-16808,,,,,,
13/01/2015,Lagos,Branch C,13,1169829,354477,65000,750352,,,,,,
14/01/2015,Lagos,Branch B,12,1342171,609450,60000,672721,,,,,,
15/01/2015,Osun,Branch D,10,1362863,564418,50000,748445,,,,,,
16/01/2015,Lagos,Branch D,10,984963,382969,50000,551994,,,,,,
17/01/2015,Osun,Branch A,17,833139,758651,85000,-10512,,,,,,
18/01/2015,Osun,Branch D,15,671526,426233,75000,170293,,,,,,
19/01/2015,Lagos,Branch A,20,1348846,484342,100000,764504,,,,,,
20/01/2015,Lagos,Branch A,15,1395648,626004,75000,694644,,,,,,
21/01/2015,Kwara,Branch B,16,1001048,590985,80000,330063,,,,,,
22/01/2015,Kwara,Branch A,15,731134,795619,75000,-139485,,,,,,
23/01/2015,Osun,Branch D,20,1004501,765310,100000,139191,,,,,,
24/01/2015,Osun,Branch A,16,716260,468460,80000,167800,,,,,,
25/01/2015,Lagos,Branch B,17,1187752,375139,85000,727613,,,,,,
26/01/2015,Lagos,Branch B,14,1369688,411028,70000,888660,,,,,,
27/01/2015,Osun,Branch D,18,877808,759662,90000,28146,,,,,,
28/01/2015,Kwara,Branch D,20,898209,649242,100000,148967,,,,,,
29/01/2015,Lagos,Branch B,10,801159,670876,50000,80283,,,,,,
30/01/2015,Osun,Branch C,19,1102945,597767,95000,410178,,,,,,
31/01/2015,Osun,Branch D,17,801794,417671,85000,299123,,,,,,
01/02/2015,Osun,Branch C,19,1393740,401711,95000,897029,,,,,,
02/02/2015,Osun,Branch B,21,825127,453626,105000,266501,,,,,,
03/02/2015,Lagos,Branch C,13,638902,480045,65000,93857,,,,,,
04/02/2015,Lagos,Branch A,10,1393995,698456,50000,645539,,,,,,
05/02/2015,Lagos,Branch D,10,978837,547396,50000,381441,,,,,,
06/02/2015,Osun,Branch D,16,1158454,332837,80000,745617,,,,,,
07/02/2015,Osun,Branch D,13,1007956,778306,65000,164650,,,,,,
08/02/2015,Lagos,Branch C,12,943831,765506,60000,118325,,,,,,
09/02/2015,Kwara,Branch D,21,1090384,321793,105000,663591,,,,,,
10/02/2015,Osun,Branch C,19,710382,689776,95000,-74394,,,,,,
11/02/2015,Osun,Branch A,19,866208,769527,95000,1681,,,,,,
12/02/2015,Osun,Branch A,21,1107027,753266,105000,248761,,,,,,
13/02/2015,Osun,Branch C,20,682275,649034,100000,-66759,,,,,,
14/02/2015,Osun,Branch C,20,908569,788921,100000,19648,,,,,,
15/02/2015,Lagos,Branch B,19,1154143,772342,95000,286801,,,,,,
16/02/2015,Kwara,Branch A,16,1010627,598833,80000,331794,,,,,,
17/02/2015,Lagos,Branch C,12,759660,531848,60000,167812,,,,,,
18/02/2015,Kwara,Branch C,14,677927,593391,70000,14536,,,,,,
19/02/2015,Lagos,Branch D,11,1274773,540688,55000,679085,,,,,,
20/02/2015,Kwara,Branch D,12,619081,541620,60000,17461,,,,,,
21/02/2015,Lagos,Branch D,17,844148,540026,85000,219122,,,,,,
22/02/2015,Lagos,Branch C,15,1368713,656507,75000,637206,,,,,,
23/02/2015,Lagos,Branch C,13,1105034,672257,65000,367777,,,,,,
24/02/2015,Lagos,Branch B,11,1002932,702248,55000,245684,,,,,,
25/02/2015,Osun,Branch A,13,602527,689606,65000,-152079,,,,,,
26/02/2015,Lagos,Branch B,16,740671,711219,80000,-50548,,,,,,
27/02/2015,Kwara,Branch B,18,1344002,755366,90000,498636,,,,,,
28/02/2015,Kwara,Branch A,12,868513,320366,60000,488147,,,,,,
01/03/2015,Kwara,Branch D,10,663120,366567,50000,246553,,,,,,
02/03/2015,Osun,Branch B,13,1253185,429945,65000,758240,,,,,,
03/03/2015,Osun,Branch C,17,1266623,459776,85000,721847,,,,,,
04/03/2015,Lagos,Branch B,18,1376095,469474,90000,816621,,,,,,
05/03/2015,Osun,Branch D,12,933388,474770,60000,398618,,,,,,
06/03/2015,Kwara,Branch D,11,1123051,378324,55000,689727,,,,,,
07/03/2015,Osun,Branch C,20,829881,425811,100000,304070,,,,,,
08/03/2015,Osun,Branch B,16,752203,761907,80000,-89704,,,,,,
09/03/2015,Lagos,Branch B,20,826949,341661,100000,385288,,,,,,
10/03/2015,Osun,Branch C,21,629254,584527,105000,-60273,,,,,,
11/03/2015,Kwara,Branch A,17,1054717,533749,85000,435968,,,,,,
12/03/2015,Kwara,Branch D,13,643071,504551,65000,73520,,,,,,
13/03/2015,Kwara,Branch D,20,1100210,616543,100000,383667,,,,,,
14/03/2015,Lagos,Branch A,10,907835,306614,50000,551221,,,,,,
15/03/2015,Kwara,Branch C,14,1148173,627818,70000,450355,,,,,,
16/03/2015,Osun,Branch D,11,639584,454784,55000,129800,,,,,,
17/03/2015,Kwara,Branch A,20,658444,569536,100000,-11092,,,,,,
18/03/2015,Osun,Branch C,10,908976,330344,50000,528632,,,,,,
19/03/2015,Lagos,Branch C,10,1278508,579188,50000,649320,,,,,,
20/03/2015,Kwara,Branch C,19,846744,591067,95000,160677,,,,,,
21/03/2015,Osun,Branch B,15,711202,612848,75000,23354,,,,,,
22/03/2015,Osun,Branch D,21,1358671,422395,105000,831276,,,,,,
23/03/2015,Kwara,Branch A,21,1144158,429782,105000,609376,,,,,,
24/03/2015,Osun,Branch B,17,823536,691620,85000,46916,,,,,,
25/03/2015,Osun,Branch D,17,985081,466108,85000,433973,,,,,,
26/03/2015,Lagos,Branch B,13,1267182,594291,65000,607891,,,,,,
27/03/2015,Kwara,Branch B,13,927602,353339,65000,509263,,,,,,
28/03/2015,Lagos,Branch C,13,1125965,491538,65000,569427,,,,,,
29/03/2015,Osun,Branch A,14,738160,615258,70000,52902,,,,,,
30/03/2015,Kwara,Branch A,21,773055,582879,105000,85176,,,,,,
31/03/2015,Kwara,Branch D,14,897470,352784,70000,474686,,,,,,
01/04/2015,Osun,Branch B,11,685814,466618,55000,164196,,,,,,
02/04/2015,Lagos,Branch B,15,1382005,738390,75000,568615,,,,,,
03/04/2015,Lagos,Branch B,16,1019365,630767,80000,308598,,,,,,
04/04/2015,Lagos,Branch B,21,1256350,329639,105000,821711,,,,,,
05/04/2015,Kwara,Branch B,12,1176332,623300,60000,493032,,,,,,
06/04/2015,Osun,Branch B,10,724089,346901,50000,327188,,,,,,
07/04/2015,Osun,Branch A,12,1386206,574404,60000,751802,,,,,,
08/04/2015,Kwara,Branch B,11,1101858,518481,55000,528377,,,,,,
09/04/2015,Kwara,Branch B,15,1117930,649847,75000,393083,,,,,,
10/04/2015,Osun,Branch D,19,1367273,668537,95000,603736,,,,,,
11/04/2015,Osun,Branch B,10,1109271,457727,50000,601544,,,,,,
12/04/2015,Osun,Branch C,15,808750,582048,75000,151702,,,,,,
13/04/2015,Lagos,Branch C,11,1327743,750597,55000,522146,,,,,,
14/04/2015,Lagos,Branch D,20,684110,479497,100000,104613,,,,,,
15/04/2015,Kwara,Branch C,14,635738,322180,70000,243558,,,,,,
16/04/2015,Osun,Branch C,18,762576,764413,90000,-91837,,,,,,
17/04/2015,Kwara,Branch A,11,1338344,451357,55000,831987,,,,,,
18/04/2015,Kwara,Branch A,12,1028643,464067,60000,504576,,,,,,
19/04/2015,Lagos,Branch C,20,632558,572378,100000,-39820,,,,,,
20/04/2015,Lagos,Branch D,19,832748,348238,95000,389510,,,,,,
21/04/2015,Osun,Branch D,11,707610,374937,55000,277673,,,,,,
22/04/2015,Lagos,Branch B,16,1211993,497773,80000,634220,,,,,,
23/04/2015,Lagos,Branch D,15,1274935,351622,75000,848313,,,,,,
24/04/2015,Osun,Branch B,13,857385,607065,65000,185320,,,,,,
25/04/2015,Osun,Branch C,21,815443,623216,105000,87227,,,,,,
26/04/2015,Lagos,Branch C,17,1259020,787283,85000,386737,,,,,,
27/04/2015,Lagos,Branch D,16,919639,324696,80000,514943,,,,,,
28/04/2015,Osun,Branch D,15,1003965,537837,75000,391128,,,,,,
29/04/2015,Lagos,Branch A,16,1210776,340581,80000,790195,,,,,,
30/04/2015,Lagos,Branch D,12,781256,427917,60000,293339,,,,,,
01/05/2015,Osun,Branch C,13,1392259,300313,65000,1026946,,,,,,
02/05/2015,Lagos,Branch D,11,643823,551348,55000,37475,,,,,,
03/05/2015,Lagos,Branch A,15,1291278,792354,75000,423924,,,,,,
04/05/2015,Osun,Branch D,14,1338400,743198,70000,525202,,,,,,
05/05/2015,Osun,Branch B,16,1021124,664481,80000,276643,,,,,,
06/05/2015,Kwara,Branch D,10,890549,339265,50000,501284,,,,,,
07/05/2015,Osun,Branch C,12,720817,757773,60000,-96956,,,,,,
08/05/2015,Osun,Branch D,12,875158,773300,60000,41858,,,,,,
09/05/2015,Osun,Branch D,21,653086,327857,105000,220229,,,,,,
10/05/2015,Osun,Branch D,11,1290171,661181,55000,573990,,,,,,
11/05/2015,Kwara,Branch B,17,1205683,447154,85000,673529,,,,,,
12/05/2015,Osun,Branch C,18,1289457,472412,90000,727045,,,,,,
13/05/2015,Osun,Branch A,15,716914,647433,75000,-5519,,,,,,
14/05/2015,Osun,Branch A,16,1143492,586233,80000,477259,,,,,,
15/05/2015,Kwara,Branch B,21,1213790,380896,105000,727894,,,,,,
16/05/2015,Lagos,Branch D,11,794206,389598,55000,349608,,,,,,
17/05/2015,Kwara,Branch C,12,1019338,458002,60000,501336,,,,,,
18/05/2015,Osun,Branch C,15,1028269,363897,75000,589372,,,,,,
19/05/2015,Kwara,Branch B,13,1299434,647741,65000,586693,,,,,,
20/05/2015,Kwara,Branch D,12,950341,471201,60000,419140,,,,,,
21/05/2015,Kwara,Branch A,19,691128,672698,95000,-76570,,,,,,
22/05/2015,Osun,Branch B,14,965700,331894,70000,563806,,,,,,
23/05/2015,Osun,Branch C,20,781135,404359,100000,276776,,,,,,
24/05/2015,Kwara,Branch C,15,1186368,454622,75000,656746,,,,,,
25/05/2015,Lagos,Branch A,20,1125783,495436,100000,530347,,,,,,
26/05/2015,Lagos,Branch B,18,671626,736715,90000,-155089,,,,,,
27/05/2015,Lagos,Branch B,10,899581,641726,50000,207855,,,,,,
28/05/2015,Lagos,Branch D,13,858544,447542,65000,346002,,,,,,
29/05/2015,Kwara,Branch D,19,602577,789844,95000,-282267,,,,,,
30/05/2015,Osun,Branch C,20,1364914,793581,100000,471333,,,,,,
31/05/2015,Osun,Branch C,18,766556,405556,90000,271000,,,,,,
01/06/2015,Lagos,Branch A,21,1254197,337535,105000,811662,,,,,,
02/06/2015,Osun,Branch B,18,1004339,721809,90000,192530,,,,,,
03/06/2015,Lagos,Branch C,21,629082,710815,105000,-186733,,,,,,
04/06/2015,Lagos,Branch C,11,802860,381212,55000,366648,,,,,,
05/06/2015,Lagos,Branch C,19,979148,780367,95000,103781,,,,,,
06/06/2015,Lagos,Branch A,18,1370870,536001,90000,744869,,,,,,
07/06/2015,Lagos,Branch B,15,796269,553622,75000,167647,,,,,,
08/06/2015,Kwara,Branch A,16,1069139,602588,80000,386551,,,,,,
09/06/2015,Osun,Branch B,18,703048,610905,90000,2143,,,,,,
10/06/2015,Osun,Branch B,13,770928,795038,65000,-89110,,,,,,
11/06/2015,Osun,Branch D,20,880580,460796,100000,319784,,,,,,
12/06/2015,Osun,Branch C,12,985959,759572,60000,166387,,,,,,
13/06/2015,Lagos,Branch B,19,896467,384487,95000,416980,,,,,,
14/06/2015,Lagos,Branch B,14,766659,704604,70000,-7945,,,,,,
15/06/2015,Lagos,Branch A,19,793644,416414,95000,282230,,,,,,
16/06/2015,Kwara,Branch B,15,1275475,566212,75000,634263,,,,,,
17/06/2015,Osun,Branch C,10,807547,729662,50000,27885,,,,,,
18/06/2015,Osun,Branch A,14,1073728,440665,70000,563063,,,,,,
19/06/2015,Kwara,Branch B,17,1062656,586322,85000,391334,,,,,,
20/06/2015,Kwara,Branch A,12,967024,699332,60000,207692,,,,,,
21/06/2015,Osun,Branch B,20,1182158,389250,100000,692908,,,,,,
22/06/2015,Kwara,Branch D,21,706732,614611,105000,-12879,,,,,,
23/06/2015,Lagos,Branch B,10,1177804,454212,50000,673592,,,,,,
24/06/2015,Kwara,Branch B,17,955926,325552,85000,545374,,,,,,
25/06/2015,Kwara,Branch B,12,789223,771878,60000,-42655,,,,,,
26/06/2015,Lagos,Branch B,12,1241809,325453,60000,856356,,,,,,
27/06/2015,Osun,Branch C,15,1055492,644563,75000,335929,,,,,,
28/06/2015,Osun,Branch B,10,771059,537122,50000,183937,,,,,,
29/06/2015,Kwara,Branch D,11,1294828,409504,55000,830324,,,,,,
30/06/2015,Kwara,Branch B,19,1393708,564959,95000,733749,,,,,,
01/01/2015,Kwara,Branch B,11,1316325,735972,55000,525353,,,,,,
02/01/2015,Osun,Branch C,10,1206509,431755,50000,724754,,,,,,
03/01/2015,Lagos,Branch C,21,814176,386316,105000,322860,,,,,,
04/01/2015,Lagos,Branch A,14,940057,495990,70000,374067,,,,,,
05/01/2015,Lagos,Branch A,15,1005604,636072,75000,294532,,,,,,
06/01/2015,Lagos,Branch A,12,879777,620072,60000,199705,,,,,,
07/01/2015,Osun,Branch D,17,1002502,418525,85000,498977,,,,,,
08/01/2015,Lagos,Branch C,15,1381987,567738,75000,739249,,,,,,
09/01/2015,Kwara,Branch B,14,1225780,399920,70000,755860,,,,,,
10/01/2015,Lagos,Branch A,14,866689,732695,70000,63994,,,,,,
11/01/2015,Kwara,Branch A,13,799018,692019,65000,41999,,,,,,
12/01/2015,Lagos,Branch B,20,651274,389934,100000,161340,,,,,,
13/01/2015,Lagos,Branch B,11,930365,472399,55000,402966,,,,,,
14/01/2015,Kwara,Branch C,12,1363317,368547,60000,934770,,,,,,
15/01/2015,Osun,Branch D,17,834993,736673,85000,13320,,,,,,
16/01/2015,Kwara,Branch D,14,910985,528082,70000,312903,,,,,,
17/01/2015,Kwara,Branch A,20,738886,558523,100000,80363,,,,,,
18/01/2015,Osun,Branch A,19,1067990,784110,95000,188880,,,,,,
19/01/2015,Osun,Branch A,13,847104,774186,65000,7918,,,,,,
20/01/2015,Kwara,Branch B,11,723031,542063,55000,125968,,,,,,
21/01/2015,Kwara,Branch A,17,749718,582791,85000,81927,,,,,,
22/01/2015,Osun,Branch A,19,1161251,760473,95000,305778,,,,,,
23/01/2015,Lagos,Branch C,19,1176654,408947,95000,672707,,,,,,
24/01/2015,Osun,Branch C,17,857554,656111,85000,116443,,,,,,
25/01/2015,Osun,Branch A,20,613370,475710,100000,37660,,,,,,
26/01/2015,Kwara,Branch C,21,1128011,549810,105000,473201,,,,,,
27/01/2015,Lagos,Branch D,18,1294235,702905,90000,501330,,,,,,
28/01/2015,Osun,Branch D,20,1024066,568690,100000,355376,,,,,,
29/01/2015,Kwara,Branch A,17,636633,702889,85000,-151256,,,,,,
30/01/2015,Kwara,Branch D,14,1153556,795326,70000,288230,,,,,,
31/01/2015,Kwara,Branch B,19,846604,629179,95000,122425,,,,,,
01/02/2015,Kwara,Branch B,10,920742,338835,50000,531907,,,,,,
02/02/2015,Lagos,Branch A,12,627785,368800,60000,198985,,,,,,
03/02/2015,Lagos,Branch B,20,1351945,473364,100000,778581,,,,,,
04/02/2015,Kwara,Branch D,12,841231,326575,60000,454656,,,,,,
05/02/2015,Kwara,Branch D,16,683655,671587,80000,-67932,,,,,,
06/02/2015,Lagos,Branch A,15,893748,757824,75000,60924,,,,,,
07/02/2015,Lagos,Branch A,14,1172419,611659,70000,490760,,,,,,
08/02/2015,Kwara,Branch B,18,729610,729954,90000,-90344,,,,,,
09/02/2015,Lagos,Branch A,11,1165382,550989,55000,559393,,,,,,
10/02/2015,Kwara,Branch D,12,913379,516063,60000,337316,,,,,,
11/02/2015,Osun,Branch A,10,893987,544146,50000,299841,,,,,,
12/02/2015,Osun,Branch C,19,891895,364454,95000,432441,,,,,,
13/02/2015,Lagos,Branch A,12,1341792,471069,60000,810723,,,,,,
14/02/2015,Kwara,Branch D,18,871695,766834,90000,14861,,,,,,
15/02/2015,Kwara,Branch D,11,702253,486827,55000,160426,,,,,,
16/02/2015,Osun,Branch C,20,798434,578337,100000,120097,,,,,,
17/02/2015,Kwara,Branch B,10,698380,508517,50000,139863,,,,,,
18/02/2015,Lagos,Branch D,18,805338,777750,90000,-62412,,,,,,
19/02/2015,Osun,Branch A,17,861588,543855,85000,232733,,,,,,
20/02/2015,Lagos,Branch A,21,604942,690490,105000,-190548,,,,,,
21/02/2015,Osun,Branch D,11,662071,544090,55000,62981,,,,,,
22/02/2015,Kwara,Branch A,18,1124973,532912,90000,502061,,,,,,
23/02/2015,Osun,Branch B,15,794160,734324,75000,-15164,,,,,,
24/02/2015,Lagos,Branch C,18,1287737,592011,90000,605726,,,,,,
25/02/2015,Lagos,Branch C,10,601021,522119,50000,28902,,,,,,
26/02/2015,Kwara,Branch C,18,1226939,719523,90000,417416,,,,,,
27/02/2015,Kwara,Branch D,16,704372,351613,80000,272759,,,,,,
28/02/2015,Kwara,Branch B,17,1190773,562895,85000,542878,,,,,,
